original_tweets,tweets_in_english,feeling
"em algum momento da vida, vcs já pensaram em suicídio?????","At some point in life, have you ever thought about suicide ?????",pos
"10 de setembro, dia mundial de prevenção ao suicídio

(e como sempre ninguém presta atenção em ninguém né?)","10 September, World Day of Suicide Prevention

(And as always no one pays attention to anyone right?)",pos
@kpopnanet professor de português cometeu suicídio depois do post dessa mina!,@kpopnanet Portuguese teacher committed suicide after the post of this mine!,pos
@jujuba_ab isso é suicídio,@jujuba_ab This is suicide,pos
adolescente transforma dor em arte e escreve livro de fantasia sobre ansiedade e prevenção ao suicídio | santos e região | g1 https://t.co/6h8grdkhqm,Teen transforms pain in art and writes fantasy book on anxiety and suicide prevention |Santos and Region |G1 https://t.co/6h8grdkhqm,pos
"@jerielhonorio @edumagalhaes__ @estadao greta tem mais maturidade maioria dos adultos que tomam decisões desastrosas para as gerações. e parte da população ignorante apoia seu próprio suicídio: covid 19, mudanças climáticas, destruição ambiental, empobrecimento, atos antidemocráticos....infelizmente a lista é longa","@Jerielhonorio @edumagalhaes__ @Estadao Greta has more maturity most adults who make disastrous decisions for generations.and part of the ignorant population supports its own suicide: covid 19, climate change, environmental destruction, impoverishment, antidemocratic acts .... unfortunately the list is long",pos
"rt @fernandapsol: hoje é o dia mundial de prevenção ao suicídio. a saúde mental deveria ser uma prioridade do governo, mas vemos apenas des…","RT @fernandapsol: Today is the World Day of Suicide Prevention.Mental health should be a government priority, but we only see des ...",pos
"@fernand14723109 vá nos quotes. são mais de 200 pessoas falando de suicidio, tem gente mandando vídeo de gente se cortando vs 1 (uma) que relativizou abuso. fernanda, ela errou isso é um fato, mas vcs estão rindo de suicidio.teve uns 2 que me disseram q é normal mandar gente se matar","@ fernand14723109 Go in the quotes.There are more than 200 people talking about suicide, there are people sending video of people cutting vs 1 (one) that relativized abuse.Fernanda, she missed this is a fact, but you are laughing at suicide.Tue a 2 who told me it's normal to send people to kill each other",pos
"o cvv presta serviço voluntário de apoio emocional e prevenção ao suicídio para todas as pessoas que querem e precisam conversar. você pode buscar atendimento por telefone 188, e-mail ouvidoria@cvv.org.br ou no site https://t.co/fumcfp4d5u
você não está sozinho!
#setembroamarelo https://t.co/fihqvpw7wf","The CVV provides voluntary service of emotional support and suicide prevention for all people who want and need to talk.You can search for telephone call 188, email ounciduoria@cvv.org.br or at https://t.co/fumcfp4d5u
you are not alone!
#SetemememberAmarelo https://t.co/fihqvpw7wf",pos
"rt @roosgatinho: @ohmygodera @alnsrvx olha, a juliette não vai cometer suicídio por causa de críticas, agora quem consegue ouvir as músicas…","rt @rooscatinho: @ohmygodera @alnsrvx looks, Juliette will not commit suicide because of criticisms, now who can hear the songs ...",pos
"que lindo, uma aluna começou a falar na aula, que teve vontade de cometer suicídio, e também teve vontade de trancar o curso, porque acha que não está conseguindo acompanhar, e todo mundo dando uma voz, um apoio, prof e alunos com belas palavras.","How beautiful, a student began to speak in class, who wanted to commit suicide, and also wanted to lock the course, because she thinks she can not accompany, and everyone giving a voice, support, prof and students with beautifulwords.",pos
"@annissmrt não fazem ideia do impacto que tem essa mudança no psicológico das pessoas, principalmente de alguém autista, mudança é uma das piores coisas pra maioria de nós, imagina envolvendo a perda de um animal que a gente ama.
diversas vezes desisti da ideia de suicídio por causa deles.","@AnnissMrt have no idea of the impact that has this change in people's psychological, especially someone who is autistic, change is one of the worst things for most of us, imagine involving the loss of an animal we love.
Several times I gave up the idea of suicide because of them.",neg
"setembro amarelo 🎗️

hoje é o dia mundial de prevenção ao suicídio e, de acordo com a oms, a cada 40 segundos uma pessoa tira a própria vida no mundo. no brasil, mais de 13 mil pessoas cometem suicídio todos os anos. https://t.co/8mgbmkv726","Yellow September 🎗️

Today is the World Day of Suicide Prevention and, according to WHO, every 40 seconds a person takes his own life in the world.In Brazil, more than 13 thousand people commit suicide every year.https://t.co/8mgbmkv726",pos
"rt @gamingculturebr: em 2003, a oms (organização mundial de saúde) oficializou o dia 10 de setembro para celebrar a vida, instaurando o dia…","RT @GamingCultureBR: In 2003, WHO (World Health Organization) officialized September 10 to celebrate life, establishing the day ...",pos
"rt @andressaevechf: sexta feira com ""s"" de suicídio graças a temporada final de lucifer https://t.co/nvofpzqgci","RT @andressaevechf: Friday with suicide's ""s"" thanks to the final season of Lucifer https://t.co/nvofpzqgci",neg
@camilladelucas prevenção ao suicídio,@Camilladlucas Prevention to suicide,neg
"suicídio na adolescência: a cada 24 horas, 14 atentam contra a própria vida https://t.co/ytrijxenwe","Suicide in adolescence: every 24 hours, 14 attentive against life https://t.co/ytrijxenwe",pos
"@gustavocsimoes @tabataamaralsp amigo, a questão aqui não é eleitoral. a questão é a relação neoliberalismo-suicídio. eu não estou aqui pedindo voto pra dilma. o neoliberalismo condena as populações ao desespero e ao suicídio. fato.","@Gustavocsimoes @tabataamaralsp friend, the question here is not election.The question is the neoliberalism-suicide relationship.I'm not here asking for a vote for Dilma.Neoliberalism condemns populations to despair and suicide.fact.",pos
"rt @goura_nataraj: o dia mundial de prevenção ao suicídio, 10/09, é um alerta muito sério: todo ano são registrados cerca de 12 mil suicídi…","RT @Goura_Nataraj: World suicide prevention day, 10/09, is a very serious alert: every year are registered about 12 thousand suicide ...",neg
@pvdziel 2 irao resultar no meu suicídio,@pvdziel 2 will result in my suicide,pos
"pessoas bonitas por favor n postem fotos nos status 
eu tenho depressao 
estamos no setembro amarelo 

nao incentive meu suicídio","beautiful people please do not post photos in the status
I have depression
We are in September yellow
Do not encourage my suicide",pos
"eu sou um ser humano patético,paranoico e triste.
sem dinheiro,sem emprego,o dia que eu tiver de sair pra arrumar um emprego eu não vou dar conta e tudo isso me faz ficar desesperado com o futuro,todos caminhos que eu tomar sinto que vou acabar na pobreza ou suicídio.","I am a pathetic, paranoid and sad human being.
With no money, no job, the day I have to go out to get a job I will not realize and all this makes me desperate with the future, all ways that I take I feel that I will end in poverty or suicide.",pos
"rt @jheniamnd: é mês de setembro e é importante a gente falar sobre isso (não somente nesse mês, mas especialmente nesse). pessoas que tent…","RT @jheniamnd: It's September and it's important to talk about it (not only that month, but especially in this).People who tent ...",pos
"ninguém pensa em suicidio porque realmente quer morrer, a pessoa sabe que os outros vão sofrer se ela se for. mas a dor dela é maior que isso.
ela precisa ter uma razão pra viver e afagar a própria dor.","No one thinks in suicide because they really want to die, the person knows that others will suffer if it is.But her pain is greater than that.
She needs to have a reason to live and stroke her own pain.",pos
"sabe o que salvaria vidas bissexuais do suicídio? aceitação, oportunidades de emprego e segurança. qualquer campanha que diga somente ""faça terapia"" ""converse"" é cínica.","Do you know what would save bisexual lives of suicide?acceptance, employment and safety opportunities.Any campaign that only says ""Do Therapy"" """" Converse ""is cynical.",pos
"[gatilho: bifobia, assédio sexual e s*tembro am*relo]

hoje, dia de prevenção ao suicídio, foi um momento que repensei muito a minha história enquanto mulher que pertence ao grupo lgbtqia+ com os maiores índices de suicídio. não tá sendo um dia fácil.","[Trigger: Bifobia, sexual harassment and s * Tembre am * Relo]

Today, day of suicide prevention, it was a moment that I rethought my story a lot as a woman who belongs to the LGBTQIA + group with the highest suicide rates.It's not being an easy day.",neg
rt @rafe_electron: rafe e nanny convite para o suicídio coletivo https://t.co/kjwptjlyf2,RT @rafa_electron: Rafe and Nanny Invitation for collective suicide https://t.co/kjwptjlyf2,neg
eu nem sequer ia ter ficado com aquela boneca e ter entrado pela porta mas respondendo a pergunta: suicídio https://t.co/8gjixpwqvs,I would not even have stayed with that doll and have entered the door but answering the question: suicide https://t.co/8gjixpwqvs,neg
"a cada 40s alguém apaga a própria luz, alguém desisti de viver, não seja um gatilho. 
hoje é o dia mundial em prevenção ao suicídio e como o chester que termina sua canção dizendo que se importa com a dor do outro, nós também venhamos dizer ‘well i do’

eu me importo!","Every 40s someone erases their own light, someone gave up living, is not a trigger.
Today is World Day in Prevention to Suicide and how Chester ends his song by saying he cares about the pain of the other, we also come to say 'Well I'

I care!",pos
"@felipeneto que belo argumento para desqualificar o interlocutor, mandar procurar terapia... setembro amarelo, no dia mundial da prevenção ao suicídio.","@Felipeneto What a beautiful argument to disqualify the interlocutor, please seek therapy ... September yellow, on World Prevention Day to Suicide.",pos
"@tayiors91 não , suicídio foi a escolha não preciso sofrer mais por alguém que nem tem um corpo formado","@ Tayiors91 No, suicide was the choice I do not need to suffer more by someone who does not even have a body formed",pos
"rt @slvrthg: ontem eu tive um dia difícil porque achei uma foto que tinha tirado dias depois da minha última tentativa de suicídio, em razã…","RT @slvrthg: Yesterday I had a difficult day because I found a photo I had taken days after my last suicide attempt, in reason ...",pos
@pvdziel suicídio *,@pvdziel suicide *,pos
a tentativa de suicídio lsksksksksksksksksksksk https://t.co/3pdtdaj5ez,The attempt to suicide lskskskskskskskskskskskkkskksks://t.co/3pdtdaj5ez,neg
@scinternacional eu penso em cometer suicídio toda hora por   causa de ti 🤨,@scinternational I think of committing suicide all the time because of you 🤨,pos
@deaconkkkk @mariana53448043 @quebrandootabu lembrando que hoje é o dia mundial de prevenção do suicídio uahuhauhauahuaha,@deaconkkkk @ mariana53448043 @quebrandootabu remembering that today is the World Prevention Day of Suicide UAHUHAUHAUAHUAHA,pos
ir para a academia com fome é praticamente suicídio,Going to the hungry gym is practically suicide,pos
"@cirogomes @ricaperrone gostei muito! tá afinando mais o discurso, aproximando do entendimento popular. ""previsão"" sobre possível suicídio do presidente, não é alternativa retórica a ser usada. por qualquer lado  que se olhe isso é absurdo e dispensável. no mais, parabéns!","@cirogomes @ricaperrone I really liked it!Tuning more speech, approaching popular understanding.""Forecast"" on the president's possible suicide, it is not rhetorical alternative to be used.Either side that looks at this is absurd and dispensable.No more, congratulations!",pos
"sextou com s de suicídio, se eu viver até sábado ent será sábado com s de sobrevivente","Sadded with suicide, if I live until Saturday is Saturday with Survivor S",neg
"rt @tiagowsx: hoje é o dia mundial da prevenção ao suicídio e é bom sempre lembrar que:

se você estiver passando por um momento em que não…","RT @tiagewsx: Today is the World Day of Prevention to Suicide and it is always good to remember that:

If you are going through a moment when not ...",pos
"rt @polemicaparaiba: dia mundial da prevenção ao suicídio: pesquisa analisa comportamento suicida em adolescentes, saiba como ajudar e prev…","RT @polemicaparaiba: World suicide prevention day: Research analyzes suicidal behavior in adolescents, know how to help and prev ...",neg
before you go é sobre o suicídio da tia do lewis....,Before You Go is about Lewis aunt suicide ....,pos
rt @nataliatanha: suicidio não parece uma opção ruim,RT @nataliatanha: suicide does not look a bad option,neg
"@kemily_piress hoje é o dia da prevenção do suicídio,hoje não, amanhã pode","@kemily_Piress Today is the day of suicide prevention, not today, tomorrow can",pos
adorei a campanha de suicídio hj💞,I loved the suicide campaign hj💞,pos
"rt @cruzeiro: as principais razões para um suicídio estão diretamente ligadas à saúde mental, agravadas pela pandemia.

quase 68% dos psiqu…","RT @Cruzeiro: The main reasons for suicide are directly linked to mental health, aggravated by the pandemic.

Almost 68% of the psiqu ...",neg
rafe e nanny convite para o suicídio coletivo https://t.co/kjwptjlyf2,Rafe and Nanny Invitation for collective suicide https://t.co/kjwptjlyf2,neg
"@homo_viator eu olho para as estatísticas que dizem que cerca de 40% das pessoas trans já tentaram o suicídio, por isso incomoda-me a leveza com que se lida com os comentários que foram feitos.

o que ali foi dito afetará 0% o miguel tiago, não sabemos o que poderá fazer a outras pessoas.","@homo_vator I look at the statistics that say about 40% of trans people have tried suicide, so it bothers me the lightness with which it deals with the comments that were made.

What has been said there will affect Miguel Tiago, we do not know what you can do to other people.",pos
pois é setembro é meu aniversário mês da visibilidade bissexual e mês da prevenção ao suicidio.. coincidência? acho que nao,For it is September is my birthday month of bisexual visibility and month of suicide prevention .. coincidence?I do not think so,neg
"rt @afonso_axe: hoje soube de (mais) uma tentativa de suicídio perto de mim. graças a deus não correu bem, mas era importante que se falass…","RT @afonso_axe: Today I knew (more) a suicide attempt near me.Thank God it did not go well, but it was important for themselves ...",pos
"chester bennington, o líder da banda sofreu suicídio em julho de 2017. foi encontrado morto em sua casa no sul da califórnia.
percebemos então que suas canções não eram apenas coincidências na sonoridade, mas sim uma forma de extravasar tudo aquilo que sentia desde mais novo.","Chester Bennington, the band leader suffered suicide in July 2017. It was found dead in his house in southern California.
Then we realize that his songs were not just coincidences in sonority, but a way to extract everything he felt since new.",neg
"rt @ptierisfansub: setembro amarelo
no setembro amarelo a p’tieris quer compartilhar com vocês informações sobre o cvv- centro de valorizaç…","RT @ptierisfansub: yellow September
In September Yellow to P'tieris wants to share with you information about the CVV- Valuation Center ...",pos
"esperamos que nesse dia de consciência, todos estejam conscientes que a depressão, a ansiedade, as crises de pânico e o suicídio não são fraquezas ou falta de deus, são doenças e ação que podem ser tratadas e impedida com ajuda e atenção.","We hope that on this day of conscience, everyone is aware that depression, anxiety, panic crises and suicide are not weakness or lack of God, are diseases and action that can be treated and prevented with help and attention.",pos
"o suicídio vem após uma depressão, várias crises de ansiedade e pânico. a dor de quem sofre é tão grande quanto a dor de quem perde um ente querido para o suicídio. se você conhece alguém que está passando por momentos ruins ajude, dê seus ouvidos, suas mãos, para ajudar...","Suicide comes after a depression, several crises of anxiety and panic.The pain of those who suffer is as great as the pain of those who lose a loved one to suicide.If you know someone who is going through bad moments help, give your ears, your hands, to help ...",pos
"rt @isoudapaz: setembro é o mês de prevenção do suicídio. 

arma de fogo é o segundo método mais utilizado de suicídio no brasil, sendo ass…","RT @isoudapaz: September is the month of suicide prevention.

firearm is the second most commonly used method of suicide in Brazil, being ass ...",neg
"hoje é 10 de setembro, dia mundial da prevenção ao suicídio e eu queria dizer a todos vocês que pensamentos suicidas não vem de nárnia. eles vem após muitos abalos psicológicos. abalos esses que podem vir de palavras, atitudes, ações...","Today is September 10, World Suicide Prevention Day and I wanted to tell all of you that suicide thoughts do not come from Narnia.They come after many psychological abals.Abalos those that can come from words, attitudes, actions ...",pos
"@scinternacional tu faz muito mais pra incentivar meu suicidio do que pra previni-lo, mas eu te amo mesmo assim. boa","@scinternational you do much more to encourage my suicide than to prevent it, but I love you anyway.Good",pos
"@anegoretzka na minha humilde opinião esses casos de violencia contra mulheres não influenciam muito na decisão da diretoria em querer renovar ou contratar, e mesmo se pesar nunca será afirmado publicamente. além da ex-esposa ainda pesa pro boa, a ex dele que cometeu suicidio após terminarem.","@anegoretzka in my humble opinion These cases of violence against women do not influence much of the decision of the Board of Directors in wanting to renew or hire, and even if weigh will never be publicly affirmed.In addition to the ex-wife still weighs good, his ex commit suicide after they finish.",pos
"rt @universodofiuk: hoje 10/set é o dia mundial da prevenção contra o suicídio

então, as 19hs esse perfil convida a todos vocês para parti…","RT @Universodofiuk: Today 10 / set is the World Day of Prevention against Suicide

So the 19hs this profile invites you all to leave ...",pos
"to fudido sexta-feira com essas aulas, toda sexta vai da vontade de cometer suicídio kkkkkkkkkkkkkkkkkk","To fuck Friday with these classes, every Friday goes from the will to commit suicide kkkkkkkkkkkkkkkkkk",pos
"rt @vocenaosabiaq: hoje, dia 10 de setembro é o ""dia mundial para prevenção do suicídio""","RT @vocenaosabiaq: Today, September 10 is the ""World Day for Suicide Prevention""",pos
"dia mundial da prevenção ao suicídio: pesquisa analisa comportamento suicida em adolescentes, saiba como ajudar e prevenir https://t.co/zpul8uxlxa","World suicide prevention day: research analyzes suicidal behavior in adolescents, know how to help and prevent https://t.co/zpul8uxlxa",neg
já já eu cometo suicídio  juro,I already commit suicide swear,neg
"o suicídio é algo muito sério e pode acontecer mais perto do que você imagina, deixando um lastro de dor em toda família, por isso não tenha vergonha fale, peça ajuda. #setembroamarelo💛 #diamundialdecombateaosuicídio #vjr #lutofilho #salvevidas https://t.co/pfmdoob26d","suicide issomethingvery serious andcan happencloserthan you thinkby leaving aballastpainin every family, so do notbe shyto talk, ask for help.##Setembroamarelo💛diamundialdecombateaosuicídio#vjr#lutofilho#salvevidashttps://t.co/pfmdoob26d",pos
"como é que a pessoa se diz cristã e no ""mínimo"" deve acreditar no criacionismo e que deus criou -homem e mulher - aí vem querer usar pronome neutro pra falar sobre suicídio sendo que é óbvio que isso é um distúrbio.. vergonha viu dona @juliette","How does the person say Christian and in the ""minimum"" must believe in creationism and that God created -Homem and woman - there comes to want to use neutral pronoun to talk about suicide and it is obvious that this is a disorder .. Shame saw Dona@juliette",pos
"@cjf_oficial se a vida é um direito, por que a morte não? não encorajo ninguém ao suicídio, mas a vida é direito, não obrigação.","@cjf_oficial if life is a right, why not death?I do not encourage anyone to suicide, but life is right, not obligation.",neg
"rt @tvbrasilgov: o @minsaude lança boletim temático sobre prevenção ao suicídio. documento é destinado às famílias, educadores, conselhos t…","RT @tvbrasilgov: @minsaude launches thematic bulletin on suicide prevention.Document is intended for families, educators, advice t ...",pos
"rt @pendragonflames: tw: su1c1d10

hoje é o dia internacional contra o suicidio e eu, como uma pessoa com pensamentos suicidas venho aqui f…","rt@pendragonflames:tw:su1c1d10

Todayis the internationaldayagainstsuicideand I,as a person withsuicidal thoughtscome heref...",pos
"rt @losgrandeschart: o centro de valorização da vida (cvv) realiza apoio emocional e prevenção do suicídio, atendendo voluntária e gratuita…","RT @LosGrandesChart: The Life Valuation Center (CVV) performs emotional support and suicide prevention, attending volunteer and free ...",neg
"tw: su1c1d10

hoje é o dia internacional contra o suicidio e eu, como uma pessoa com pensamentos suicidas venho aqui falar pra vcs que nada melhor do que viver 

passei por momentos obscuros ja minha vida e passei por isso sozinha, poderia não estar aqui falando sobre isso +","TW: su1c1d10

Today is international day against suicide and I, as a person with suicidal thoughts I come here to tell you that nothing better than to live

I went through obscure moments already my life and I went through it alone, I could not be here talking about it +",pos
"com o objetivo de chamar atenção para a importância dos cuidados com a saúde mental, hoje (10.09), dia mundial de prevenção ao suicídio, alguns símbolos da cidade do rio de janeiro foram iluminados de amarelo. 

para embasar as políticas públicas de saúde e alertar a sociedade,👇 https://t.co/n1nsit0x52","In order to draw attention to the importance of mental health care, today (10.09), World Suicide Prevention Day, some symbols of the city of Rio de Janeiro were illuminated by yellow.

to base public health policies and alert society, 👇 https://t.co/n1nsit0x52",pos
"hoje (10/09) é o dia mundial de prevenção ao suicídio. busque informações, procure ajuda, fale abertamente sobre as emoções. 💛 #setembroamarelo #cvv #cvv188 https://t.co/iixsjqmfix","Today (10/09) is World Suicide Prevention Day.Look for information, look for help, talk openly about emotions.💛 #EbrafoMarelo #cvv # cvv188 https://t.co/iixsjqmfix",pos
"rt @cleberamaral_: levantamento feito junto aos sindicatos apontou que, em cinco anos, 50 servidores da pf cometeram suicídio. em alusão ao…","RT @Cleberamaral_: Survey made with unions pointed out that, in five years, 50 PF servers committed suicide.In allusion to the ...",pos
"eu pensei no comecin do comecin da historia
tw// suicídio(??)

 a ayla sofria bully na escola ai um dia no meio da aula algo doido aconteceu com ela que ela pegou uma caneta e enfiou na garganta dela simplesmente do nada e++ https://t.co/85r5ure4kf","I thought about the beginning of the story of the story
tw // suicide (??)

 Ayla suffered bully at school ai a day in the middle of the class something crazy happened to her that she took a pen and stuck in her throat simply from nothing and ++ https://t.co/85r5ure4kf",neg
"hoje eu cometo suicídio 
ou um homicídio","Today I Comet Suicide
or a murder",pos
"@scinternacional prevenção ao meu suicídio é botar o pv na do moisés, obrigado!","@Scinternational Prevention to my suicide is to put PV on Moses, thank you!",neg
"rt @bahgutierrez: setembro amarelo e vamos falar sobre buscar ajuda?💛
o movimento #falarinspiravida tem informações e conscientização sobre…","RT @bahgutterrez: yellow September and let's talk about seeking help? 💛
The movement #FAlineInspiravida has information and awareness about ...",pos
vntd de cometer um suicídio,want to commit suicide,pos
"vidas importam! 
a sua vida importa!

10 de setembro, dia mundial de prevenção ao suicídio!

falar é a melhor opção. não hesite em procurar ajuda profissional. ligue 188 para o centro de valorização da vida e peça ajuda. 

você não está sozinho! #setembroamarelo https://t.co/tqtpjvxwnd","Lives Import!
Your life matters!

September 10, World Suicide Prevention Day!

Speaking is the best option.Do not hesitate to seek professional help.Call 188 to the value center of life and ask for help.

you are not alone!#EbrafoMarelo https://t.co/tqtpjvxwnd",pos
"@waterdrinkerbr @kalini___ achei que seriam coisas diferentes. me surpreendi porque os médicos permitiriam a própria pessoa a se auto medicar levando ao suicídio, pois na eutánasia ele que medicaria.","@WaterdrinkerBr @kalini___ I thought they would be different things.I was surprised that doctors would allow himself to self-medicate himself leading to suicide, for he would medicate him.",pos
eu vendo video de como cuidar de begonia e a mulher falando de suicidio,I watching video of how to take care of begonia and the woman talking about suicide,neg
só queria um suicídio,just wanted a suicide,neg
rt @dicaappdodia: dia mundial de prevenção ao suicídio - 10 de setembro - conheça aplicativos para prevenção ao suicídio neste mês do setem…,RT @dicaAppdodia: World Suicide Prevention Day - September 10 - Meet Applications for Suicide Prevention This month of September ...,pos
"dia 10 de setembro, mundialmente conhecido como o dia da prevenção ao suicídio. 

#klpseguros #setembroamarelo2021 https://t.co/so5yqztb0v","September 10, world-renowned as the day of suicide prevention.

#klpseguros # SeptemberAmarelo2021 https://t.co/so5yqztb0v",neg
suicidas anti suicídio alheio https://t.co/bpisessfhu,suicides anti suicide alhio https://t.co/bpisessfhu,neg
"rt @vocemedestruiu: também é suicídio
amar
quem 
não
ama
a gente

(tumblr: ceudejupiter)","RT @Vocemedestruiu: It is also suicide
love
who
not
love
us

(Tumblr: Ceudejupiter)",pos
hoje dia 10 de setembro fui na psicóloga e falei sobre suicidio enfim a hipocrisia,Today on September 10 I went to the psychologist and talked about suicide at last hypocrisy,pos
"neste dia mundial de prevenção ao suicídio, beira-rio está iluminado pelo setembro amarelo. a campanha, criada em 2015, surgiu para derrubar tabus e promover constantes debates a respeito da importância da saúde mental! ❤️💛 https://t.co/t8ogk37jzl","On this World Suicide Prevention Day, Beira-Rio is illuminated by September yellow.The campaign, created in 2015, has emerged to overthrow taboos and promote constant debates about the importance of mental health!️💛️💛 https://t.co/t8ogk37jzl",pos
"especialista do hospital das clínicas alerta para a importância de prevenir e debater o suicídio. entre os fatores de risco estão a depressão, problemas amorosos e familiares, uso de drogas, bullying, traumas emocionais e diagnóstico de doenças. https://t.co/qmc9ldsvp4 https://t.co/o4rm0mgmac","Expert at Hospital das Clínicas alert to the importance of preventing and discussing suicide.Among the risk factors are depression, loving and family problems, drug use, bullying, emotional traumas and diagnosis of diseases.https://t.co/qmc9ldsvp4 https://t.co/4rm0mgmac",pos
"jovens homossexuais ou bissexuais tem maior probabilidade de cometer suicídio - comum: deste modo, a psicóloga reconhece os jovens homossexuais e bissexuais como o grupo de pessoas que merece uma particular atenção. renata benavente ... https://t.co/6iq3f5ex46","Young homosexual or bisexuals are more likely to commit suicide - common: in this way, the psychologist recognizes young homosexuals and bisexuals as the group of people deserves particular attention.Renata Benavente ... https://t.co/6iq3f5ex46",pos
hj e dia mundial de prevenção ao suicidio q ironia,Today and World Day of Prevention to Suicidium that Irony,pos
"rt @villevante: esses armys são tóxicos em um nível surreal, eu nunca em minha vida que iria relativizar suicidio e morte por causa de fav…","RT @Villevante: These Armys are toxic on a surreal level, I never in my life that would relativize suicide and death because of fav ...",pos
"rt @sakurasesports: hoje nós comemoramos o dia mundial de prevenção ao suicídio, uma data que enfatiza a participação de cada um de nós con…","RT @sakurasesports: Today we celebrate the World Day of Prevention to Suicide, a date that emphasizes the participation of each of us con ...",pos
"🎗️ o #setembroamarelo é o mês de conscientização sobre prevenção do suicídio. depressão não é mimimi e tampouco brincadeira. é coisa muito séria! ajude, estenda a mão, abrace! proteger o semelhante é um dever de todos nós! https://t.co/wugw2bhxhb","🎗️ #SetememAbraLo is the month of awareness about suicide prevention.Depression is not mimimi and no joke.It's very serious!Help, extend your hand, Embrace!Protecting the like is a duty of all of us!https://t.co/wugw2bhxhb",pos
"rt @governogoias: com a internet ficou cada vez mais difícil “se esconder” dos olhares alheios. dos julgamentos então, nem se fala. e isso…","RT @Governogoias: With the Internet it has become increasingly difficult to ""hide"" from the looks of others.Of the judgments then, we do not even talk.it is…",neg
@avilaasofiaa @lovwgabi jovem garota jovem triste influencia outros adolescentes a cometerem suicidio,@AvilaAsofiaa @lovwgabi young sad young girl influences other teenagers to commit suicide,pos
@hovkoo todos erraram!!!! vc não vai me ver aqui tentando justificar o erro de 1 pessoa como vcs estão banalizando suicidio. o correto era denunciar ela e não vir em bando mandar ela (1 pessoa) se matar. enfim… um erro não justifica o outro,@hovkoo all missed !!!!You will not see me here trying to justify the error of 1 person as you are banalizing suicide.The correct thing was to denounce her and not come in Bunch to send her (1 person) to kill himself.Anyway ... a mistake does not justify the other,neg
"que lindo seu texto de prevenção ao suicídio, pena que quando seu amigo com depressão pede ajuda você ignora, rs","How beautiful your text of suicide prevention, pity that when your friend with depression asks for help you ignore, rs",pos
off e os funcionarios tudo pensando em suicidio https://t.co/v3jirudo8a,OFF and the officials all thinking about suicide https://t.co/v3jirudo8a,pos
kit do suicídio https://t.co/fuc3heojnn,Suicide kit https://t.co/fuc3heojnn,pos
"pessoas que tentam o suicídio não precisam de julgamentos, críticas e preconceitos baseadas nas premissas do senso comum. elas precisam de ajuda  psicológica e principalmente de empatia de todos!!!","People who try suicide do not need judgments, criticism and prejudices based on common sense assumptions.They need psychological help and especially of everyone's empathy !!!",pos
"rt @unoxy: 🚨 alerta de gatilho nos prints 

fandom de internet (bts/kpop) sendo tóxico e estimulando o suicidio, a thread:","RT @noxy: 🚨 Trigger alert in prints

Internet fandom (BTS / KPOP) being toxic and stimulating suicide, thread:",pos
@novembr03 taxa de suicídio entre carecas cresce imensurávelmente,@ Novembr03 Suicide rate among carecas grows immeasurably,pos
"rt @mathiiastt: a pauta importantíssima sobre o suicídio 

o comentário😡 https://t.co/cra7liuggk","RT @mathiiastt: The most important agenda on suicide

The comment😡 https://t.co/cra7liuggk",pos
"rt @andersonlimaof: temos de ver todas as cicatrizes como algo belo. combinado? este vai ser o nosso segredo. porque, acredite em mim, uma…","RT @andersonlimaof: We have to see all the scars as something beautiful.Combined?This will be our secret.Because, believe me, a ...",pos
@i2nahoya suicídio duplo com dazai😉,@ i2nahoya Double suicide with DAZAI😉,neg
"hoje dia 10 de setembro é o dia mundial de prevenção ao suicídio, você não está sozinho, toda vida é importante. 🎗🎗","Today on September 10 is World Suicide Prevention Day, you are not alone, all life is important.🎗🎗",pos
"é massacrante lembrar do pior período da sua vida desse jeito, especialmente pq junto do bullying veio a depressão e 2 tentativas de suicídio, e isso tá martelando na minha cabeça de um jeito cruel.","It is massacrant to remember the worst period of your life this way, especially because of the bullying came to depression and 2 suicide attempts, and this is hammering in my head in a cruel way.",pos
"hoje é o dia mundial de prevenção ao suicídio e é preciso conversar sobre saúde mental, principalmente entre os jovens. 
saiba como lidar com a depressão em ano de vestibular -> https://t.co/ovpfq0mgmp 🖤 https://t.co/0yem4cvcax","Today is the World Day of Prevention to Suicide and you have to talk about mental health, especially among young people.
Learn how to deal with depression in college year -> https://t.co/ovpfq0mgmp 🖤 https://t.co-",pos
rt @isafalatu_: hoje é o dia mundial de prevenção ao suicídio. e quer saber? a empatia e a conscientização só existe quando você tá de fora…,RT @isafalatu_: Today is the World Day of Suicide Prevention.And you want to know?Empathy and awareness only exists when you're out ...,pos
"dia mundial de prevenção ao suicídio!
uma data muito importante para a conscientização de todos.
📌prevenção deve ser o ano todo!🎗️
tive a grande honra de contribuir com essa maravilhosa entrevista ao lado do @patrickblackou1
@gesports
https://t.co/0repinipud","World Suicide Prevention Day!
A very important date for everyone's awareness.
📌Ware should be all year! 🎗️
I had the great honor to contribute to this wonderful interview next to @ PatrickBlackou1
@gesports
https://t.co/0repinipud",pos
rt @daanielxz: pensando no suicídio já como uma solução,RT @daanielxz: thinking about suicide already as a solution,pos
rt @suelifeliz: dia de combate ao suicídio. só gostaria de dizer que todos os dias a violência que se faz aqui leva uma mulher negra a quer…,RT @suelifeliz: day to combat suicide.I would only like to say that every day the violence that is done here takes a black woman to want ...,pos
